# count	accession	asmId	sciName	comName	taxId	bioSample	asmType	asmLevel	asmData	submitter	asmSize	maskedPerCent	primary/secondary	VGPClade
532	GCA_964341445.1	GCA_964341445.1_mMesMir1.hap1.1	Mesoplodon mirus	True's beaked whale (hap1.1 2024)	52113	SAMEA115358965	haploid	Chromosome	28 Nov 2024	WELLCOME SANGER INSTITUTE	 3,442,419,404	51.52	primary	mammals
533	GCA_964341485.1	GCA_964341485.1_mMesMir1.hap2.1	Mesoplodon mirus	True's beaked whale (hap2.1 2024)	52113	SAMEA115358965	haploid	Scaffold	28 Nov 2024	WELLCOME SANGER INSTITUTE	 2,956,530,355	45.26	secondary	mammals
534	GCA_964374135.1	GCA_964374135.1_mGraGri1.hap1.1	Grampus griseus	Risso's dolphin (hap1.1 2024)	83653	SAMEA111380541	haploid	Chromosome	29 Nov 2024	WELLCOME SANGER INSTITUTE	 2,667,081,928	43.58	primary	mammals
535	GCA_964374185.1	GCA_964374185.1_mGraGri1.hap2.1	Grampus griseus	Risso's dolphin (hap2.1 2024)	83653	SAMEA111380541	haploid	Scaffold	29 Nov 2024	WELLCOME SANGER INSTITUTE	 2,403,961,738	43.57	secondary	mammals
536	GCA_964374335.1	GCA_964374335.1_fAstCal68.1	Astatotilapia calliptera	eastern happy (primary hap 2024)	8154	SAMEA112818850	haploid (principal pseudohaplotype of diploid)	Chromosome	01 Dec 2024	WELLCOME SANGER INSTITUTE	   933,429,770	32.72	primary	fish
537	GCA_964417125.1	GCA_964417125.1_bLarArg3.hap2.1	Larus argentatus	herring gull (hap2 2024)	35669	SAMEA115168456	haploid	Chromosome	05 Dec 2024	WELLCOME SANGER INSTITUTE	 1,256,866,793	27.78	secondary	birds
538	GCA_964417175.1	GCA_964417175.1_bLarArg3.hap1.1	Larus argentatus	herring gull (hap1 2024)	35669	SAMEA115168456	haploid	Chromosome	05 Dec 2024	WELLCOME SANGER INSTITUTE	 1,417,856,064	29.51	primary	birds
539	GCA_964638095.1	GCA_964638095.1_fPorCra3.hap1.1	Poromitra crassiceps	crested bigscale (hap1.1 2025)	88708	SAMEA8748810	haploid	Chromosome	02 Jan 2025	WELLCOME SANGER INSTITUTE	 1,630,001,977	57.57	primary	fish
540	GCA_964638665.1	GCA_964638665.1_fPorCra3.hap2.1	Poromitra crassiceps	crested bigscale (hap2.1 2025)	88708	SAMEA8748810	haploid	Chromosome	02 Jan 2025	WELLCOME SANGER INSTITUTE	 1,511,638,839	56.40	secondary	fish
541	GCA_964656075.1	GCA_964656075.1_mPipNat1.hap2.1	Pipistrellus nathusii	Nathusius's pipistrelle (hap2.1 2025)	59473	SAMEA115534661	haploid	Scaffold	03 Jan 2025	WELLCOME SANGER INSTITUTE	 1,961,094,329	39.62	secondary	mammals
542	GCA_964656225.1	GCA_964656225.1_mPipNat1.hap1.1	Pipistrellus nathusii	Nathusius's pipistrelle (hap1.1 2025)	59473	SAMEA115534661	haploid	Chromosome	02 Jan 2025	WELLCOME SANGER INSTITUTE	 1,916,223,105	37.99	primary	mammals
543	GCA_964656455.1	GCA_964656455.1_mHalGry1.hap1.1	Halichoerus grypus	gray seal (hap1.1 2025)	9711	SAMEA115427674	haploid	Chromosome	02 Jan 2025	WELLCOME SANGER INSTITUTE	 2,400,078,677	34.86	primary	mammals
544	GCA_964656465.1	GCA_964656465.1_mHalGry1.hap2.1	Halichoerus grypus	gray seal (hap2.1 2025)	9711	SAMEA115427674	haploid	Scaffold	03 Jan 2025	WELLCOME SANGER INSTITUTE	 2,387,143,391	35.00	secondary	mammals
545	GCA_964662095.1	GCA_964662095.1_mMusNiv2.hap2.1	Mustela nivalis	least weasel (hap2.1 2025)	36239	SAMEA113398841	haploid	Scaffold	03 Jan 2025	WELLCOME SANGER INSTITUTE	 2,835,054,152	42.56	secondary	mammals
546	GCA_964662115.1	GCA_964662115.1_mMusNiv2.hap1.1	Mustela nivalis	least weasel (hap1.1 2025)	36239	SAMEA113398841	haploid	Chromosome	03 Jan 2025	WELLCOME SANGER INSTITUTE	 3,437,873,602	49.65	primary	mammals
547	GCA_965112155.1	GCA_965112155.1_rPodLio1.hap1.1	Podarcis liolepis	Columbretes wall lizard (hap1.1 2025)	662736	SAMEA114217798	haploid	Chromosome	23 Jan 2025	WELLCOME SANGER INSTITUTE	 1,574,020,868	40.01	primary	reptiles
548	GCA_965113295.1	GCA_965113295.1_fLeuLeu2.hap1.1	Leuciscus leuciscus	common dace (hap1.1 2025)	58325	SAMEA11296544	haploid	Chromosome	24 Jan 2025	WELLCOME SANGER INSTITUTE	 1,198,377,133	56.31	primary	fish
549	GCA_965113305.1	GCA_965113305.1_rPodVau1.hap2.1	Podarcis vaucheri	lizards P.vaucheri (hap2.1 2025)	140051	SAMEA115336770	haploid	Chromosome	24 Jan 2025	WELLCOME SANGER INSTITUTE	 1,510,738,089	40.40	secondary	reptiles
550	GCA_965113315.1	GCA_965113315.1_rPodVau1.hap1.1	Podarcis vaucheri	lizards P.vaucheri (hap1.1 2025)	140051	SAMEA115336770	haploid	Chromosome	24 Jan 2025	WELLCOME SANGER INSTITUTE	 1,614,928,384	41.38	primary	reptiles
551	GCA_965113325.1	GCA_965113325.1_fLeuLeu2.hap2.1	Leuciscus leuciscus	common dace (hap2.1 2025)	58325	SAMEA11296544	haploid	Chromosome	24 Jan 2025	WELLCOME SANGER INSTITUTE	 1,179,019,172	55.35	secondary	fish
552	GCA_965115925.1	GCA_965115925.1_mMyoEma1.hap1.1	Myotis emarginatus	Geoffroy's bat (hap1.1 2025)	109480	SAMEA115534660	haploid	Chromosome	24 Jan 2025	WELLCOME SANGER INSTITUTE	 2,109,797,427	39.36	primary	mammals
553	GCA_965115945.1	GCA_965115945.1_mMyoEma1.hap2.1	Myotis emarginatus	Geoffroy's bat (hap2.1 2025)	109480	SAMEA115534660	haploid	Scaffold	24 Jan 2025	WELLCOME SANGER INSTITUTE	 2,081,394,546	39.23	secondary	mammals
554	GCA_965119305.1	GCA_965119305.1_aPelLes1.hap1.1	Pelophylax lessonae	pool frog (hap1 2025)	45623	SAMEA112468029	haploid	Chromosome	11 Feb 2025	WELLCOME SANGER INSTITUTE	 5,811,246,175	60.24	primary	amphibians
555	GCA_965119315.1	GCA_965119315.1_aPelLes1.hap2.1	Pelophylax lessonae	pool frog (hap2 2025)	45623	SAMEA112468029	haploid	Scaffold	05 Feb 2025	WELLCOME SANGER INSTITUTE	 5,762,139,629	60.12	secondary	amphibians
556	GCA_965140185.1	GCA_965140185.1_bAthNoc1.hap2.1	Athene noctua	little owl (hap2.1 2025)	126797	SAMEA114594456	haploid	Scaffold	13 Feb 2025	WELLCOME SANGER INSTITUTE	 1,302,383,638	22.54	secondary	birds
557	GCA_965140235.1	GCA_965140235.1_rCarCar1.hap1	Caretta caretta	loggerhead turtle (hap1 2025)	8467	SAMN46282778	haploid	Chromosome	13 Feb 2025	Vertebrate Genomes Project	 2,217,236,305	34.66	primary	reptiles
558	GCA_965140245.1	GCA_965140245.1_bAthNoc1.hap1.1	Athene noctua	little owl (hap1.1 2025)	126797	SAMEA114594456	haploid	Chromosome	13 Feb 2025	WELLCOME SANGER INSTITUTE	 1,355,875,761	25.15	primary	birds
559	GCA_965140255.1	GCA_965140255.1_rLepOli2.hap2	Lepidochelys olivacea	Pacific ridley (hap2 2025)	27788	SAMN46283035	haploid	Chromosome	13 Feb 2025	Vertebrate Genomes Project	 2,208,046,144	34.74	secondary	reptiles
560	GCA_965140265.1	GCA_965140265.1_rLepKem1.hap2	Lepidochelys kempii	Atlantic ridley (rLepKem1 hap2 2025)	8472	SAMN46282779	haploid	Chromosome	26 Mar 2025	Vertebrate Genomes Project	 2,204,769,334	34.28	secondary	reptiles
561	GCA_965140275.1	GCA_965140275.1_rCarCar1.hap2	Caretta caretta	loggerhead turtle (hap2 2025)	8467	SAMN46282778	haploid	Chromosome	13 Feb 2025	Vertebrate Genomes Project	 2,206,382,585	34.41	secondary	reptiles
562	GCA_965140285.1	GCA_965140285.1_rLepKem1.hap1	Lepidochelys kempii	Atlantic ridley (rLepKem1 hap1 2025)	8472	SAMN46282779	haploid	Chromosome	26 Mar 2025	Vertebrate Genomes Project	 2,219,022,919	34.46	primary	reptiles
563	GCA_965140295.1	GCA_965140295.1_rLepOli2.hap1	Lepidochelys olivacea	Pacific ridley (hap1 2025)	27788	SAMN46283035	haploid	Chromosome	13 Feb 2025	Vertebrate Genomes Project	 2,206,585,630	34.74	primary	reptiles
564	GCA_965140915.1	GCA_965140915.1_bAytMar2.hap1.1	Aythya marila	greater scaup (hap1 2025)	189534	SAMEA115433010	haploid	Chromosome	13 Feb 2025	WELLCOME SANGER INSTITUTE	 1,224,533,240	26.48	primary	birds
565	GCA_965140925.1	GCA_965140925.1_bAytMar2.hap2.1	Aythya marila	greater scaup (hap2 2025)	189534	SAMEA115433010	haploid	Scaffold	13 Feb 2025	WELLCOME SANGER INSTITUTE	 1,053,096,367	22.77	secondary	birds
566	GCA_965151615.1	GCA_965151615.1_bCygCol1.1	Cygnus columbianus	tundra swan (primary hap 2025)	110926	SAMEA112468031	haploid (principal pseudohaplotype of diploid)	Chromosome	15 Feb 2025	WELLCOME SANGER INSTITUTE	 1,293,538,149	28.81	primary	birds
567	GCA_965152195.1	GCA_965152195.1_rNatDep2.hap2	Natator depressus	flatback sea turtle (hap2 2025)	27790	SAMN46282745	haploid	Chromosome	16 Feb 2025	Vertebrate Genomes Project	 2,130,756,730	43.66	secondary	reptiles
568	GCA_965152235.1	GCA_965152235.1_rEreImb1.hap1	Eretmochelys imbricata	hawksbill sea turtle (hap1 2025)	27787	SAMN46283036	haploid	Chromosome	10 Apr 2025	Vertebrate Genomes Project	 2,218,003,986	33.65	primary	reptiles
569	GCA_965152275.1	GCA_965152275.1_rNatDep2.hap1	Natator depressus	flatback sea turtle (hap1 2025)	27790	SAMN46282745	haploid	Chromosome	16 Feb 2025	Vertebrate Genomes Project	 2,173,446,978	43.63	primary	reptiles
570	GCA_965152285.1	GCA_965152285.1_rEreImb1.hap2	Eretmochelys imbricata	hawksbill sea turtle (hap2 2025)	27787	SAMN46283036	haploid	Chromosome	16 Feb 2025	Vertebrate Genomes Project	 2,224,324,466	34.07	secondary	reptiles
571	GCA_965153285.1	GCA_965153285.1_rPodTil1.hap1.1	Podarcis tiliguerta	Tyrrhenian wall lizard (hap1 2025)	65485	SAMEA114217799	haploid	Chromosome	26 Feb 2025	WELLCOME SANGER INSTITUTE	 1,462,327,121	37.08	primary	reptiles
572	GCA_965153305.1	GCA_965153305.1_rPodTil1.hap2.1	Podarcis tiliguerta	Tyrrhenian wall lizard (hap2 2025)	65485	SAMEA114217799	haploid	Chromosome	26 Feb 2025	WELLCOME SANGER INSTITUTE	 1,382,196,565	36.68	secondary	reptiles
573	GCA_965178375.1	GCA_965178375.1_rPodLio1.hap2.1	Podarcis liolepis	Columbretes wall lizard (hap2.1 2025)	662736	SAMEA114217798	haploid	Scaffold	05 Mar 2025	WELLCOME SANGER INSTITUTE	 1,478,082,625	39.29	secondary	reptiles
574	GCA_965178535.1	GCA_965178535.1_bColMon1.hap2.1	Coloeus monedula	jackdaw (hap2.1 2025)	30423	SAMEA115433023	haploid	Chromosome	04 Mar 2025	WELLCOME SANGER INSTITUTE	 1,109,102,816	24.68	secondary	birds
575	GCA_965178545.1	GCA_965178545.1_bColMon1.hap1.1	Coloeus monedula	jackdaw (hap1.1 2025)	30423	SAMEA115433023	haploid	Chromosome	04 Mar 2025	WELLCOME SANGER INSTITUTE	 1,263,996,688	26.93	primary	birds
576	GCA_965183785.1	GCA_965183785.1_bPlaLeu2.hap2.1	Platalea leucorodia	Eurasian spoonbill (hap2.1 2025)	257867	SAMEA112468120	haploid	Scaffold	05 Mar 2025	WELLCOME SANGER INSTITUTE	 1,190,439,839	22.31	secondary	birds
577	GCA_965183815.1	GCA_965183815.1_bPlaLeu2.hap1.1	Platalea leucorodia	Eurasian spoonbill (hap1.1 2025)	257867	SAMEA112468120	haploid	Chromosome	04 Mar 2025	WELLCOME SANGER INSTITUTE	 1,345,843,103	14.04	primary	birds
578	GCA_965194725.1	GCA_965194725.1_mBalBor1.hap2.1	Balaenoptera borealis	sei whale (hap2.1 2025)	9768	SAMEA114493134	haploid	Scaffold	05 Mar 2025	WELLCOME SANGER INSTITUTE	 2,988,821,750	46.53	secondary	mammals
579	GCA_965194765.1	GCA_965194765.1_mBalPhy2.hap2.1	Balaenoptera physalus	fin whale (hap2.1 2025)	9770	SAMEA114493136	haploid	Scaffold	05 Mar 2025	WELLCOME SANGER INSTITUTE	 2,850,212,336	45.83	secondary	mammals
580	GCA_965194805.1	GCA_965194805.1_mBalBor1.hap1.1	Balaenoptera borealis	sei whale (hap1.1 2025)	9768	SAMEA114493134	haploid	Chromosome	10 Mar 2025	WELLCOME SANGER INSTITUTE	 3,234,573,494	50.48	primary	mammals
581	GCA_965194825.1	GCA_965194825.1_mBalPhy2.hap1.1	Balaenoptera physalus	fin whale (hap1.1 2025)	9770	SAMEA114493136	haploid	Chromosome	10 Mar 2025	WELLCOME SANGER INSTITUTE	 3,442,554,901	52.41	primary	mammals
582	GCA_965202575.1	GCA_965202575.1_ktThaDemo2.hap2.1	Thalia democratica	tunicate T.democratica (hap2.1 2025)	34761	SAMEA111439782	haploid	Scaffold	14 Mar 2025	WELLCOME SANGER INSTITUTE	   790,658,053	59.91	secondary	otherChordates
583	GCA_965202585.1	GCA_965202585.1_ktThaDemo2.hap1.1	Thalia democratica	tunicate T.democratica (hap1.1 2025)	34761	SAMEA111439782	haploid	Chromosome	14 Mar 2025	WELLCOME SANGER INSTITUTE	   801,813,394	60.02	primary	otherChordates
584	GCA_965203405.1	GCA_965203405.1_mPipPip2.hap1.1	Pipistrellus pipistrellus	common pipistrelle (hap1.1 2025)	59474	SAMEA9921453	haploid	Chromosome	15 Mar 2025	WELLCOME SANGER INSTITUTE	 1,899,371,011	37.92	secondary	mammals
585	GCA_965204225.1	GCA_965204225.1_mPipPip2.hap2.1	Pipistrellus pipistrellus	common pipistrelle (hap2.1 2025)	59474	SAMEA9921453	haploid	Scaffold	15 Mar 2025	WELLCOME SANGER INSTITUTE	 1,854,961,430	36.43	secondary	mammals
586	GCA_965207765.1	GCA_965207765.1_rZooViv2.hap1.1	Zootoca vivipara	common lizard Z.vivipara (hap1.1 2025)	8524	SAMEA111528663	haploid	Chromosome	15 Mar 2025	WELLCOME SANGER INSTITUTE	 1,424,530,687	37.28	secondary	reptiles
587	GCA_965208345.1	GCA_965208345.1_rZooViv2.hap2.1	Zootoca vivipara	common lizard Z.vivipara (hap2.1 2025)	8524	SAMEA111528663	haploid	Chromosome	15 Mar 2025	WELLCOME SANGER INSTITUTE	 1,423,701,498	37.19	secondary	reptiles
588	GCA_965225695.1	GCA_965225695.1_fPagPag1.hap2.1	Pagrus pagrus	common seabream (hap2.1 2025)	8173	SAMEA110450108	haploid	Scaffold	28 Mar 2025	WELLCOME SANGER INSTITUTE	   786,794,581	26.85	secondary	fish
589	GCA_965226115.1	GCA_965226115.1_fAulStu2.1	Aulonocara stuartgranti	flavescent peacock cichlid (primary hap 2025)	286572	SAMEA112818851	haploid (principal pseudohaplotype of diploid)	Chromosome	27 Mar 2025	WELLCOME SANGER INSTITUTE	   945,383,024	33.28	primary	fish
590	GCA_965226575.1	GCA_965226575.1_fPagPag1.hap1.1	Pagrus pagrus	common seabream (hap1.1 2025)	8173	SAMEA110450108	haploid	Chromosome	28 Mar 2025	WELLCOME SANGER INSTITUTE	   825,699,107	29.37	primary	fish
591	GCA_965231245.1	GCA_965231245.1_bZosLat1.hap2.1	Zosterops lateralis	silver-eye (hap2.1 2025)	43581	SAMEA112953925	haploid	Chromosome	28 Mar 2025	WELLCOME SANGER INSTITUTE	 1,047,426,550	23.59	secondary	birds
592	GCA_965231255.1	GCA_965231255.1_bVanVan1.hap1.1	Vanellus vanellus	northern lapwing (hap1.1 2025)	100859	SAMEA113398832	haploid	Chromosome	28 Mar 2025	WELLCOME SANGER INSTITUTE	 1,476,623,026	25.35	primary	birds
593	GCA_965231275.1	GCA_965231275.1_bZosLat1.hap1.1	Zosterops lateralis	silver-eye (hap1.1 2025)	43581	SAMEA112953925	haploid	Chromosome	28 Mar 2025	WELLCOME SANGER INSTITUTE	 1,143,512,649	22.40	primary	birds
594	GCA_965231335.1	GCA_965231335.1_bBraCan1.1	Branta canadensis	Canada goose (primary hap 2025)	8853	SAMEA113398965	haploid (principal pseudohaplotype of diploid)	Chromosome	29 Mar 2025	WELLCOME SANGER INSTITUTE	 1,311,899,232	29.89	primary	birds
595	GCF_000001405.40	GCF_000001405.40_GRCh38.p14	Homo sapiens	human (GRCh38.p14 2022)	9606	(n/a)	haploid-with-alt-loci	Chromosome	03 Feb 2022	Genome Reference Consortium	 3,298,430,636	50.25	secondary	primates
596	GCF_003369695.1	GCF_003369695.1_UOA_Brahman_1	Bos indicus x Bos taurus	hybrid cattle (Angus x Brahman F1 Brahman haplotype 2018)	30522	SAMN08473802	haploid	Chromosome	30 Nov 2018	University of Adelaide	 2,680,953,056	47.57	primary	mammals
597	GCF_003957555.1	GCF_003957555.1_bCalAnn1_v1.p	Calypte anna	Anna's hummingbird (BGI_N300 2019 refseq)	9244	SAMN02265252	haploid (principal pseudohaplotype of diploid)	Chromosome	16 May 2019	Vertebrate Genomes Project	 1,059,687,259	11.09	primary	birds
598	GCF_004027225.2	GCF_004027225.2_bStrHab1.2.pri	Strigops habroptila	kakapo (v2 Jane 2020 refseq)	2489341	SAMN09948751	haploid	Chromosome	04 Mar 2020	Vertebrate Genomes Project	 1,148,597,545	10.18	primary	birds
599	GCF_004115215.2	GCF_004115215.2_mOrnAna1.pri.v4	Ornithorhynchus anatinus	platypus (Pmale09 v4 2020)	9258	SAMN08537700	haploid (principal pseudohaplotype of diploid)	Chromosome	06 Nov 2020	Vertebrate Genomes Project	 1,859,281,927	50.98	primary	mammals
600	GCF_004115265.2	GCF_004115265.2_mRhiFer1_v1.p	Rhinolophus ferrumequinum	greater horseshoe bat (v2 MPI-CBG 2019)	59479	SAMN09948510	haploid	Chromosome	16 May 2019	Vertebrate Genomes Project	 2,075,768,562	34.43	primary	mammals
601	GCF_004126475.2	GCF_004126475.2_mPhyDis1.pri.v3	Phyllostomus discolor	pale spear-nosed bat (MPI-MPIP v3 mPhyDis1 primary hap 2020)	89673	SAMN09948786	haploid (principal pseudohaplotype of diploid)	Chromosome	12 May 2020	Vertebrate Genomes Project	 2,108,832,841	30.92	primary	mammals
602	GCF_007364275.1	GCF_007364275.1_fArcCen1	Archocentrus centrarchus	flier cichlid (MPI-CPG 2019 refseq)	63155	SAMN09948522	haploid (principal pseudohaplotype of diploid)	Chromosome	01 Aug 2019	Vertebrate Genomes Project	   932,930,362	37.61	primary	fish
603	GCF_007399415.2	GCF_007399415.2_rGopEvg1_v1.p	Gopherus evgoodei	Goodes thornscrub tortoise (Sinaloan 2019)	1825980	SAMN03496275	haploid (principal pseudohaplotype of diploid)	Chromosome	25 Jul 2019	Vertebrate Genomes Project	 2,298,564,209	44.65	primary	reptiles
604	GCF_007474595.2	GCF_007474595.2_mLynCan4.pri.v2	Lynx canadensis	Canada lynx (LIC74 v2 primary hap 2020)	61383	SAMN09948483	haploid (principal pseudohaplotype of diploid)	Chromosome	14 Jul 2020	Vertebrate Genomes Project	 2,407,810,255	43.72	primary	mammals
605	GCF_008692025.1	GCF_008692025.1_mPhoSin1.pri	Phocoena sinus	vaquita (mPhoSin1 2019)	42100	SAMN12325353	haploid (principal pseudohaplotype of diploid)	Chromosome	26 Sep 2019	Vertebrate Genomes Project	 2,371,524,154	44.14	primary	mammals
606	GCF_008822105.2	GCF_008822105.2_bTaeGut2.pat.W.v2	Taeniopygia guttata	zebra finch (Blue55 paternal W 2020)	59729	SAMN09946140	haploid	Chromosome	12 Feb 2020	Vertebrate Genomes Project	 1,068,988,106	10.50	secondary	birds
607	GCF_009650955.1	GCF_009650955.1_bCorMon1.pri	Corvus moneduloides	New Caledonian crow (primary hap 2019)	1196302	SAMN12368441	haploid (principal pseudohaplotype of diploid)	Chromosome	14 Nov 2019	Vertebrate Genomes Project	 1,112,734,094	10.34	primary	birds
608	GCF_009762305.2	GCF_009762305.2_mZalCal1.pri.v2	Zalophus californianus	California sea lion (v2 primary hap 2020)	9704	SAMN12368149	haploid (principal pseudohaplotype of diploid)	Chromosome	14 Jul 2020	Vertebrate Genomes Project	 2,409,685,272	43.36	primary	mammals
609	GCF_009762535.1	GCF_009762535.1_fNotCel1.pri	Notolabrus celidotus	New Zealand spotty (primary hap refseq)	1203425	SAMN12623201	haploid (principal pseudohaplotype of diploid)	Chromosome	18 Dec 2019	Vertebrate Genomes Project	   846,744,125	35.73	primary	fish
610	GCF_009764475.1	GCF_009764475.1_sPriPec2.1.pri	Pristis pectinata	smalltooth sawfish (v2.1 primary hap 2019 refseq)	685728	SAMN12629505	haploid (principal pseudohaplotype of diploid)	Chromosome	19 Dec 2019	Vertebrate Genomes Project	 2,267,840,987	54.48	primary	sharks
611	GCF_009764565.3	GCF_009764565.3_rDerCor1.pri.v4	Dermochelys coriacea	leatherback sea turtle (v4 primary hap 2021 refseq)	27794	SAMN12629498	haploid (principal pseudohaplotype of diploid)	Chromosome	25 Aug 2021	G10K	 2,164,762,090	43.87	primary	reptiles
612	GCF_009769535.1	GCF_009769535.1_rThaEle1.pri	Thamnophis elegans	western terrestrial garter snake (primary hap 2019)	35005	SAMN12629499	haploid (principal pseudohaplotype of diploid)	Chromosome	23 Dec 2019	Vertebrate Genomes Project	 1,672,190,305	47.87	primary	reptiles
613	GCF_009769545.1	GCF_009769545.1_fCycLum1.pri	Cyclopterus lumpus	lumpfish (v1 primary hap 2019 refseq)	8103	SAMN12629502	haploid (principal pseudohaplotype of diploid)	Chromosome	23 Dec 2019	Vertebrate Genomes Project	   572,885,595	22.40	primary	fish
614	GCF_009769625.2	GCF_009769625.2_bCygOlo1.pri.v2	Cygnus olor	mute swan (v2 primary hap 2021)	8869	SAMN12621369	haploid (principal pseudohaplotype of diploid)	Chromosome	31 Mar 2021	Vertebrate Genomes Project	 1,134,186,642	 9.34	primary	birds
615	GCF_009819535.1	GCF_009819535.1_rLacAgi1.pri	Lacerta agilis	sand lizard (primary hap 2019)	80427	SAMN12629509	haploid (principal pseudohaplotype of diploid)	Chromosome	31 Dec 2019	Vertebrate Genomes Project	 1,391,404,169	40.49	primary	reptiles
616	GCF_009819655.1	GCF_009819655.1_bSylAtr1.pri	Sylvia atricapilla	blackcap (primary hap 2019 refseq)	48155	SAMN12369542	haploid (principal pseudohaplotype of diploid)	Chromosome	31 Dec 2019	Vertebrate Genomes Project	 1,066,804,524	19.80	primary	birds
617	GCF_009819705.1	GCF_009819705.1_fHipHip1.pri	Hippoglossus hippoglossus	Atlantic halibut (2019 refseq)	8267	SAMN12629501	haploid (principal pseudohaplotype of diploid)	Chromosome	31 Dec 2019	Vertebrate Genomes Project	   596,792,615	21.93	primary	fish
618	GCF_009819795.1	GCF_009819795.1_bAytFul2.pri	Aythya fuligula	tufted duck (2019)	219594	SAMN12621346	haploid (principal pseudohaplotype of diploid)	Chromosome	31 Dec 2019	Vertebrate Genomes Project	 1,127,004,725	10.97	primary	birds
619	GCF_009819885.2	GCF_009819885.2_bCatUst1.pri.v2	Catharus ustulatus	Swainson's thrush (v2 primary hap 2020)	91951	SAMN12618602	haploid (principal pseudohaplotype of diploid)	Chromosome	22 Dec 2020	Vertebrate Genomes Project	 1,131,616,530	12.18	primary	birds
620	GCF_009829125.3	GCF_009829125.3_fPerMag1.2.pri	Periophthalmus magnuspinnatus	Korean giant-fin mudskipper (v1.2 primary hap 2023)	409849	SAMN12629500	haploid (principal pseudohaplotype of diploid)	Chromosome	21 Mar 2023	Vertebrate Genomes Project	   752,605,561	43.07	primary	fish
621	GCF_009829145.1	GCF_009829145.1_bChiLan1.pri	Chiroxiphia lanceolata	lance-tailed manakin (2020)	296741	SAMN12620979	haploid (principal pseudohaplotype of diploid)	Chromosome	03 Jan 2020	Vertebrate Genomes Project	 1,089,631,598	 9.68	primary	birds
622	GCF_009829155.1	GCF_009829155.1_mMusErm1.Pri	Mustela erminea	ermine (2020)	36723	SAMN12611999	haploid (principal pseudohaplotype of diploid)	Chromosome	03 Jan 2020	Vertebrate Genomes Project	 2,445,217,270	41.13	primary	mammals
623	GCF_009873245.2	GCF_009873245.2_mBalMus1.pri.v3	Balaenoptera musculus	blue whale (JJ_BM4_2016_0621 v3 primary hap 2020)	9771	SAMN12287136	haploid (principal pseudohaplotype of diploid)	Chromosome	02 Oct 2020	G10K	 2,374,868,943	43.76	primary	mammals
624	GCF_010909765.2	GCF_010909765.2_sAmbRad1.1.pri	Amblyraja radiata	thorny skate (v1.1 primary hap CabotCenter1 2020)	386614	SAMN09948523	haploid (principal pseudohaplotype of diploid)	Chromosome	21 Feb 2020	Vertebrate Genomes Project	 2,558,784,953	60.99	primary	sharks
625	GCF_010993605.1	GCF_010993605.1_kPetMar1.pri	Petromyzon marinus	sea lamprey (primary hap 2020)	7757	SAMN12629506	haploid (principal pseudohaplotype of diploid)	Chromosome	24 Feb 2020	Vertebrate Genomes Project	 1,089,050,413	55.78	secondary	otherChordates
626	GCF_011004845.1	GCF_011004845.1_fEsoLuc1.pri	Esox lucius	northern pike (primary hap 2020 refseq)	8010	SAMN12623624	haploid (principal pseudohaplotype of diploid)	Chromosome	05 Mar 2020	Vertebrate Genomes Project	   918,748,614	42.12	primary	fish
